player_id,player_name,position,season,week,carries,targets,receptions,touches,actual_fpts,exp_fpts,delta,flag
00-0035228,Kyler Murray,QB,2024,1,5,0,0,5,16.18,14.91,1.2699999999999996,Neutral
00-0033553,James Conner,RB,2024,1,16,4,3,19,19.3,17.28,2.0199999999999996,Neutral
00-0035500,Greg Dortch,WR,2024,1,1,8,6,7,11.1,12.45,-1.3500000000000014,Neutral
00-0039849,Marvin Harrison Jr.,WR,2024,1,0,3,1,1,1.4,4.75,-3.35,Neutral
00-0038559,Michael Wilson,WR,2024,1,0,2,1,1,7.5,4.85,2.6500000000000004,Neutral
00-0034857,Josh Allen,QB,2024,1,9,0,0,9,33.18,19.66,13.52,Buy-Low
00-0033555,Mack Hollins,WR,2024,1,0,2,2,2,10.5,5.04,5.46,Buy-Low
00-0038705,Emari Demercado,RB,2024,1,0,2,2,2,4.6,2.92,1.6799999999999995,Neutral
00-0037744,Trey McBride,TE,2024,1,0,9,5,5,8.0,14.09,-6.09,Sell-High
00-0039041,Elijah Higgins,TE,2024,1,0,2,2,2,3.2,3.02,0.1800000000000001,Neutral
00-0035689,Dawson Knox,TE,2024,1,0,2,1,1,3.3,3.28,0.02,Neutral
00-0039921,Trey Benson,RB,2024,1,3,1,1,4,2.8,3.3899999999999997,-0.5899999999999999,Neutral
00-0033282,Curtis Samuel,WR,2024,1,0,2,2,2,3.5,2.82,0.6800000000000002,Neutral
00-0037261,Khalil Shakir,WR,2024,1,0,3,3,3,13.2,4.75,8.45,Buy-Low
00-0039901,Keon Coleman,WR,2024,1,0,5,4,4,9.1,9.58,-0.4800000000000004,Neutral
00-0037248,James Cook,RB,2024,1,19,3,3,22,13.3,14.03,-0.7300000000000004,Neutral
00-0039875,Ray Davis,RB,2024,1,3,1,1,4,3.7,3.3,0.4000000000000003,Neutral
00-0038933,Dalton Kincaid,TE,2024,1,0,2,1,1,2.1,3.08,-0.98,Neutral
00-0034272,Marquez Valdes-Scantling,WR,2024,1,0,2,1,1,2.9,4.29,-1.39,Neutral
00-0035537,Ty Johnson,RB,2024,1,2,1,0,2,0.7,2.54,-1.84,Neutral
00-0034796,Lamar Jackson,QB,2024,1,16,0,0,16,27.119999999999997,28.79,-1.6700000000000017,Neutral
00-0034975,Justice Hill,RB,2024,1,1,8,6,7,11.5,13.29,-1.790000000000001,Neutral
00-0032764,Derrick Henry,RB,2024,1,13,2,0,13,10.6,9.47,1.1300000000000008,Neutral
00-0039064,Zay Flowers,WR,2024,1,2,10,6,8,11.1,17.52,-6.42,Sell-High
00-0033873,Patrick Mahomes,QB,2024,1,2,1,1,3,15.14,13.14,2.0000000000000018,Neutral
00-0039067,Rashee Rice,WR,2024,1,0,9,7,7,17.3,14.35,2.950000000000001,Neutral
00-0037838,Isaiah Likely,TE,2024,1,0,12,9,9,26.1,20.02,6.080000000000002,Buy-Low
00-0037197,Isiah Pacheco,RB,2024,1,15,3,2,17,15.8,14.67,1.1300000000000008,Neutral
00-0036637,Noah Gray,TE,2024,1,0,3,3,3,6.7,4.99,1.71,Neutral
00-0033857,JuJu Smith-Schuster,WR,2024,1,0,1,0,0,0.0,2.15,-2.15,Neutral
00-0030506,Travis Kelce,TE,2024,1,0,4,3,3,6.4,6.4,0.0,Neutral
00-0039894,Xavier Worthy,WR,2024,1,1,3,2,3,20.799999999999997,6.41,14.389999999999995,Buy-Low
00-0036550,Rashod Bateman,WR,2024,1,0,5,2,2,7.3,7.86,-0.5600000000000005,Neutral
00-0034386,Justin Watson,WR,2024,1,0,1,1,1,3.5,2.03,1.4700000000000002,Neutral
00-0034753,Mark Andrews,TE,2024,1,0,2,2,2,3.4,2.83,0.5699999999999998,Neutral
00-0033526,Samaje Perine,RB,2024,1,0,2,1,1,2.0,3.0,-1.0,Neutral
,,,2024,1,0,1,0,0,0.0,1.44,-1.44,Neutral
00-0031549,Nelson Agholor,WR,2024,1,0,1,1,1,1.6,1.47,0.1300000000000001,Neutral
,,,2024,1,0,1,0,0,0.0,1.27,-1.27,Neutral
00-0031280,Derek Carr,QB,2024,1,2,0,0,2,21.3,15.59,5.710000000000001,Buy-Low
00-0034981,Foster Moreau,TE,2024,1,0,4,4,4,14.3,10.07,4.23,Buy-Low
00-0033906,Alvin Kamara,RB,2024,1,15,5,5,20,22.0,23.91,-1.91,Neutral
00-0037545,Rashid Shaheed,WR,2024,1,0,5,3,3,16.3,9.53,6.770000000000001,Buy-Low
00-0039150,Bryce Young,QB,2024,1,4,0,0,4,9.64,17.98,-8.34,Sell-High
00-0035216,Diontae Johnson,WR,2024,1,0,6,2,2,3.9,12.21,-8.31,Sell-High
00-0037239,Chris Olave,WR,2024,1,0,2,2,2,3.1,3.76,-0.6599999999999997,Neutral
00-0036040,Juwan Johnson,TE,2024,1,0,3,2,2,10.6,7.42,3.1799999999999997,Neutral
00-0033357,Taysom Hill,TE,2024,1,5,2,1,6,4.6,8.31,-3.710000000000001,Neutral
00-0039062,Jonathan Mingo,WR,2024,1,1,5,2,3,4.3,7.83,-3.53,Neutral
00-0030035,Adam Thielen,WR,2024,1,0,4,3,3,7.9,5.1,2.8000000000000007,Neutral
00-0039356,Ja'Tavion Sanders,TE,2024,1,0,1,1,1,1.4,1.29,0.1099999999999998,Neutral
00-0039623,Mason Tipton,WR,2024,1,0,1,1,1,1.6,1.44,0.1600000000000001,Neutral
,,,2024,1,0,2,0,0,0.0,2.97,-2.97,Neutral
00-0035243,Miles Sanders,RB,2024,1,5,2,0,5,2.2,5.390000000000001,-3.1900000000000004,Neutral
00-0039342,Xavier Legette,WR,2024,1,0,7,4,4,7.5,12.34,-4.84,Sell-High
00-0033948,Jamaal Williams,RB,2024,1,11,1,1,12,12.1,8.43,3.6700000000000017,Neutral
00-0031299,Jordan Matthews,TE,2024,1,0,1,0,0,0.0,1.99,-1.99,Neutral
00-0033589,David Moore,WR,2024,1,0,3,1,1,2.4,5.25,-2.85,Neutral
00-0038998,Jake Haener,QB,2024,1,0,0,0,0,0.0,0.38,-0.38,Neutral
00-0039386,Bub Means,WR,2024,1,0,1,0,0,0.0,1.71,-1.71,Neutral
00-0027973,Andy Dalton,QB,2024,1,0,0,0,0,0.0,0.25,-0.25,Neutral
00-0033077,Dak Prescott,QB,2024,1,1,0,0,1,11.46,12.38,-0.9199999999999982,Neutral
00-0036358,CeeDee Lamb,WR,2024,1,3,10,5,8,13.6,18.08,-4.479999999999999,Sell-High
00-0033537,Deshaun Watson,QB,2024,1,5,0,0,5,10.66,20.68,-10.02,Sell-High
00-0031544,Amari Cooper,WR,2024,1,0,9,2,2,3.6,14.11,-10.51,Sell-High
00-0033885,David Njoku,TE,2024,1,0,5,4,4,8.4,6.43,1.9700000000000009,Neutral
00-0037801,KaVontae Turpin,WR,2024,1,0,1,0,0,0.0,1.98,-1.98,Neutral
00-0038041,Jake Ferguson,TE,2024,1,0,5,3,3,4.5,7.57,-3.0700000000000003,Neutral
00-0031236,Brandin Cooks,WR,2024,1,1,7,4,5,14.5,12.96,1.540000000000001,Neutral
00-0036407,Jerry Jeudy,WR,2024,1,0,8,3,3,11.5,13.41,-1.91,Neutral
00-0037267,Jerome Ford,RB,2024,1,12,7,6,18,18.9,18.69,0.2100000000000008,Neutral
00-0036980,Elijah Moore,WR,2024,1,0,6,3,3,3.9,7.84,-3.94,Neutral
00-0038738,Hunter Luepke,RB,2024,1,0,2,2,2,3.8,3.05,0.75,Neutral
00-0038640,Jalen Brooks,WR,2024,1,0,1,1,1,2.8,1.75,1.0499999999999998,Neutral
00-0033045,Ezekiel Elliott,RB,2024,1,10,2,2,12,12.9,9.34,3.5600000000000005,Neutral
00-0034364,Jordan Akins,TE,2024,1,0,4,3,3,5.7,5.24,0.4599999999999999,Neutral
00-0037666,Jalen Tolbert,WR,2024,1,0,2,1,1,2.2,2.88,-0.6799999999999997,Neutral
,,,2024,1,0,1,0,0,0.0,1.99,-1.99,Neutral
,,,2024,1,0,2,0,0,0.0,5.04,-5.04,Sell-High
00-0038979,Cedric Tillman,WR,2024,1,0,1,1,1,1.3,1.22,0.08,Neutral
00-0038098,Pierre Strong,RB,2024,1,2,3,2,4,5.0,4.91,0.0899999999999998,Neutral
00-0036139,Rico Dowdle,RB,2024,1,8,1,1,9,4.2,5.17,-0.9699999999999998,Neutral
00-0030565,Geno Smith,QB,2024,1,4,0,0,4,17.84,10.6,7.239999999999998,Buy-Low
00-0032211,Tyler Lockett,WR,2024,1,0,7,6,6,13.7,10.6,3.0999999999999996,Neutral
00-0039732,Bo Nix,QB,2024,1,5,0,0,5,11.02,19.31,-8.290000000000003,Sell-High
00-0036997,Javonte Williams,RB,2024,1,8,2,1,9,3.3,7.79,-4.49,Sell-High
00-0035644,Noah Fant,TE,2024,1,0,4,2,2,3.1,6.82,-3.72,Neutral
00-0035640,DK Metcalf,WR,2024,1,0,4,3,3,5.9,7.26,-1.3599999999999994,Neutral
00-0038794,Jaleel McLaughlin,RB,2024,1,10,5,5,15,5.800000000000001,11.12,-5.3199999999999985,Sell-High
00-0039424,Devaughn Vele,WR,2024,1,0,8,8,8,11.9,10.19,1.7100000000000009,Neutral
00-0035406,Lil'Jordan Humphrey,WR,2024,1,0,1,0,0,0.0,1.32,-1.32,Neutral
00-0038543,Jaxon Smith-Njigba,WR,2024,1,0,2,2,2,3.9,2.63,1.27,Neutral
00-0036268,Laviska Shenault Jr.,WR,2024,1,1,1,1,2,1.1,2.0500000000000003,-0.9500000000000002,Neutral
00-0037093,Dareke Young,WR,2024,1,0,1,0,0,0.0,0.96,-0.96,Neutral
00-0034348,Courtland Sutton,WR,2024,1,0,12,4,4,7.8,20.07,-12.27,Sell-High
00-0033943,Josh Reynolds,WR,2024,1,0,8,5,5,9.5,10.87,-1.3699999999999992,Neutral
00-0037252,Greg Dulcich,TE,2024,1,0,3,2,2,3.2,3.06,0.1400000000000001,Neutral
00-0031595,Michael Burton,RB,2024,1,0,1,1,1,1.3,1.32,-0.02,Neutral
00-0038976,Marvin Mims Jr.,WR,2024,1,0,1,0,0,0.0,1.72,-1.72,Neutral
00-0038134,Kenneth Walker III,RB,2024,1,20,3,2,22,18.9,16.15,2.7500000000000036,Neutral
00-0036422,Adam Trautman,TE,2024,1,0,1,0,0,0.0,1.43,-1.43,Neutral
00-0039165,Zach Charbonnet,RB,2024,1,8,3,2,10,12.1,8.72,3.379999999999999,Neutral
00-0036264,Jordan Love,QB,2024,1,0,0,0,0,16.4,20.72,-4.32,Sell-High
00-0038124,Christian Watson,WR,2024,1,0,5,3,3,10.3,12.16,-1.8599999999999992,Neutral
00-0037816,Romeo Doubs,WR,2024,1,0,7,4,4,9.0,12.86,-3.859999999999999,Neutral
00-0036389,Jalen Hurts,QB,2024,1,13,0,0,13,16.419999999999998,20.42,-4.0,Sell-High
00-0035676,A.J. Brown,WR,2024,1,0,10,5,5,22.9,17.96,4.939999999999998,Buy-Low
00-0036912,DeVonta Smith,WR,2024,1,0,8,7,7,15.4,12.33,3.0700000000000003,Neutral
00-0038393,Dontayvion Wicks,WR,2024,1,0,3,0,0,0.0,5.73,-5.73,Sell-High
00-0035700,Josh Jacobs,RB,2024,1,16,3,2,18,12.4,15.01,-2.609999999999999,Neutral
00-0034351,Dallas Goedert,TE,2024,1,0,5,4,4,7.1,7.21,-0.1100000000000003,Neutral
00-0039146,Jayden Reed,WR,2024,1,1,6,4,5,33.1,10.41,22.69,Buy-Low
00-0038996,Tucker Kraft,TE,2024,1,0,3,2,2,5.7,4.27,1.4300000000000006,Neutral
,,,2024,1,0,3,0,0,0.0,8.94,-8.94,Sell-High
,,,2024,1,0,5,0,0,0.0,5.3,-5.3,Sell-High
00-0034844,Saquon Barkley,RB,2024,1,24,2,2,26,33.2,19.13,14.070000000000004,Buy-Low
00-0039144,Luke Musgrave,TE,2024,1,0,2,0,0,0.0,3.86,-3.86,Neutral
00-0039236,Johnny Wilson,WR,2024,1,0,1,0,0,0.0,2.29,-2.29,Neutral
00-0036919,Kenneth Gainwell,RB,2024,1,1,1,1,2,2.2,2.05,0.1500000000000003,Neutral
00-0038797,Emanuel Wilson,RB,2024,1,4,3,2,6,6.8,6.710000000000001,0.0899999999999989,Neutral
00-0037086,Grant Calcaterra,TE,2024,1,0,1,1,1,2.1,1.49,0.6100000000000001,Neutral
00-0037741,Jahan Dotson,WR,2024,1,0,1,0,0,0.0,1.54,-1.54,Neutral
00-0038128,Malik Willis,QB,2024,1,0,0,0,0,0.0,0.21,-0.21,Neutral
00-0039164,Anthony Richardson,QB,2024,1,6,0,0,6,26.08,17.92,8.159999999999997,Buy-Low
00-0036252,Michael Pittman,WR,2024,1,0,8,4,4,7.1,13.49,-6.390000000000001,Sell-High
00-0039890,Adonai Mitchell,WR,2024,1,0,5,1,1,1.2,9.32,-8.120000000000001,Sell-High
00-0039163,C.J. Stroud,QB,2024,1,4,0,0,4,18.66,21.549999999999997,-2.889999999999997,Neutral
00-0038977,Tank Dell,WR,2024,1,2,7,3,5,8.9,18.7,-9.8,Sell-High
00-0036556,Brevin Jordan,TE,2024,1,0,2,1,1,1.3,3.39,-2.09,Neutral
00-0033897,Joe Mixon,RB,2024,1,30,3,3,33,26.799999999999997,26.76,0.0399999999999955,Neutral
00-0031588,Stefon Diggs,WR,2024,1,1,6,6,7,21.9,13.41,8.490000000000002,Buy-Low
00-0037664,Alec Pierce,WR,2024,1,0,3,3,3,21.5,8.66,12.84,Buy-Low
00-0034383,Dalton Schultz,TE,2024,1,0,3,3,3,4.6,4.62,-0.0200000000000004,Neutral
00-0036554,Nico Collins,WR,2024,1,0,8,6,6,17.7,14.39,3.3099999999999987,Neutral
00-0036876,Kylen Granson,TE,2024,1,0,1,0,0,0.0,1.74,-1.74,Neutral
,,,2024,1,0,1,0,0,0.0,1.18,-1.18,Neutral
00-0033854,Dare Ogunbowale,RB,2024,1,0,1,1,1,1.3,1.48,-0.1799999999999999,Neutral
00-0038618,Xavier Hutchinson,WR,2024,1,0,1,1,1,1.3,1.44,-0.1399999999999999,Neutral
00-0035021,Ashton Dulin,WR,2024,1,0,1,1,1,12.4,1.95,10.45,Buy-Low
00-0033217,Mo Alie-Cox,TE,2024,1,0,1,0,0,0.0,3.58,-3.58,Neutral
00-0036212,Tua Tagovailoa,QB,2024,1,1,0,0,1,18.62,15.52,3.1000000000000014,Neutral
00-0039040,De'Von Achane,RB,2024,1,10,7,7,17,23.0,20.93,2.0700000000000003,Neutral
00-0033040,Tyreek Hill,WR,2024,1,0,12,7,7,26.0,19.79,6.210000000000001,Buy-Low
00-0034419,Braxton Berrios,WR,2024,1,0,2,0,0,0.0,3.29,-3.29,Neutral
00-0036971,Trevor Lawrence,QB,2024,1,1,0,0,1,11.28,10.34,0.9400000000000012,Neutral
00-0033881,Evan Engram,TE,2024,1,0,4,1,1,1.5,6.45,-4.95,Sell-High
00-0033858,Jonnu Smith,TE,2024,1,0,2,1,1,1.7,3.06,-1.36,Neutral
00-0036196,Gabe Davis,WR,2024,1,0,3,3,3,9.2,6.15,3.049999999999999,Neutral
00-0039893,Brian Thomas Jr.,WR,2024,1,0,4,4,4,14.7,8.0,6.699999999999999,Buy-Low
00-0036973,Travis Etienne,RB,2024,1,12,3,2,14,11.9,14.830000000000002,-2.9300000000000015,Neutral
00-0034775,Christian Kirk,WR,2024,1,0,4,1,1,4.0,6.88,-2.88,Neutral
00-0036613,Jaylen Waddle,WR,2024,1,1,5,5,6,16.2,10.54,5.66,Buy-Low
00-0034798,Durham Smythe,TE,2024,1,0,3,0,0,0.0,4.77,-4.77,Sell-High
,,,2024,1,0,1,0,0,0.0,1.14,-1.14,Neutral
,,,2024,1,0,2,0,0,0.0,3.37,-3.37,Neutral
00-0038606,Parker Washington,WR,2024,1,0,1,1,1,1.3,1.5,-0.1999999999999999,Neutral
00-0038720,Julian Hill,TE,2024,1,0,1,1,1,1.6,1.49,0.1100000000000001,Neutral
00-0031687,Raheem Mostert,RB,2024,1,6,3,2,8,3.9,7.76,-3.86,Neutral
00-0035125,Alec Ingold,RB,2024,1,2,1,0,2,0.8,2.02,-1.22,Neutral
00-0026498,Matthew Stafford,QB,2024,1,0,0,0,0,14.68,18.88,-4.199999999999999,Sell-High
00-0037840,Kyren Williams,RB,2024,1,18,3,3,21,14.4,18.54,-4.139999999999999,Sell-High
00-0032775,Demarcus Robinson,WR,2024,1,0,7,4,4,8.2,11.74,-3.540000000000001,Neutral
00-0033908,Cooper Kupp,WR,2024,1,2,21,14,16,32.0,37.540000000000006,-5.540000000000006,Sell-High
00-0033106,Jared Goff,QB,2024,1,1,0,0,1,11.38,19.02,-7.640000000000001,Sell-High
00-0036963,Amon-Ra St. Brown,WR,2024,1,0,6,3,3,4.3,11.42,-7.12,Sell-High
00-0036244,Colby Parkinson,TE,2024,1,0,5,4,4,8.7,7.27,1.4299999999999995,Neutral
00-0039075,Puka Nacua,WR,2024,1,1,4,4,5,8.2,6.5,1.6999999999999993,Neutral
00-0039074,Davis Allen,TE,2024,1,0,1,0,0,0.0,1.55,-1.55,Neutral
00-0037240,Jameson Williams,WR,2024,1,1,9,5,6,24.4,18.06,6.340000000000003,Buy-Low
00-0039065,Sam LaPorta,TE,2024,1,0,5,4,4,8.5,10.56,-2.0600000000000005,Neutral
,,,2024,1,0,1,0,0,0.0,1.49,-1.49,Neutral
00-0039139,Jahmyr Gibbs,RB,2024,1,11,6,4,15,17.4,22.8,-5.400000000000002,Sell-High
00-0036754,Brock Wright,TE,2024,1,0,1,1,1,1.2,5.36,-4.16,Sell-High
00-0036427,Tyler Johnson,WR,2024,1,0,7,5,5,12.9,11.67,1.2300000000000004,Neutral
00-0035685,David Montgomery,RB,2024,1,17,1,1,18,16.3,13.0,3.3000000000000007,Neutral
00-0036355,Justin Herbert,QB,2024,1,4,0,0,4,10.36,11.92,-1.5600000000000005,Neutral
00-0034159,Will Dissly,TE,2024,1,0,1,1,1,2.3,0.98,1.3199999999999998,Neutral
00-0035289,Gardner Minshew,QB,2024,1,3,0,0,3,12.78,10.73,2.049999999999999,Neutral
00-0034960,Jakobi Meyers,WR,2024,1,1,3,3,4,9.4,5.04,4.36,Buy-Low
00-0034830,Hayden Hurst,TE,2024,1,0,3,2,2,5.3,7.11,-1.8100000000000005,Neutral
00-0038544,Quentin Johnston,WR,2024,1,0,5,3,3,6.8,7.09,-0.29,Neutral
00-0031381,Davante Adams,WR,2024,1,0,6,5,5,10.9,9.63,1.2699999999999996,Neutral
00-0038040,Zamir White,RB,2024,1,13,2,2,15,4.6,8.69,-4.09,Sell-High
00-0038563,Tre Tucker,WR,2024,1,0,3,2,2,4.2,4.31,-0.1099999999999994,Neutral
00-0039915,Ladd McConkey,WR,2024,1,0,7,5,5,14.9,11.2,3.700000000000001,Neutral
00-0039338,Brock Bowers,TE,2024,1,0,8,6,6,11.8,11.47,0.33,Neutral
00-0034972,Alexander Mattison,RB,2024,1,5,6,4,9,16.2,10.94,5.26,Buy-Low
00-0039066,Michael Mayer,TE,2024,1,0,3,2,2,2.3,4.15,-1.8500000000000003,Neutral
00-0036158,J.K. Dobbins,RB,2024,1,10,3,3,13,22.9,8.93,13.97,Buy-Low
00-0036988,Josh Palmer,WR,2024,1,0,4,2,2,3.5,7.7,-4.2,Sell-High
,,,2024,1,0,1,0,0,0.0,1.28,-1.28,Neutral
,,,2024,1,0,1,0,0,0.0,1.59,-1.59,Neutral
00-0036527,DJ Turner,WR,2024,1,0,1,1,1,1.9,1.37,0.5299999999999998,Neutral
00-0038614,Scott Matlock,RB,2024,1,0,1,0,0,0.0,1.54,-1.54,Neutral
00-0034184,Gus Edwards,RB,2024,1,11,1,1,12,3.8,7.96,-4.16,Sell-High
00-0035710,Daniel Jones,QB,2024,1,6,0,0,6,4.9399999999999995,19.72,-14.78,Sell-High
00-0035250,Devin Singletary,RB,2024,1,10,5,4,14,9.2,12.24,-3.040000000000001,Neutral
00-0039847,Theo Johnson,TE,2024,1,0,4,1,1,2.8,5.77,-2.97,Neutral
00-0034869,Sam Darnold,QB,2024,1,3,0,0,3,14.62,13.16,1.4600000000000009,Neutral
00-0032918,C.J. Ham,RB,2024,1,0,2,2,2,1.1,2.94,-1.84,Neutral
00-0038115,Daniel Bellinger,TE,2024,1,0,1,1,1,1.3,1.06,0.24,Neutral
00-0033293,Aaron Jones,RB,2024,1,14,2,2,16,18.9,13.29,5.609999999999998,Buy-Low
00-0035249,Josh Oliver,TE,2024,1,0,2,2,2,4.7,4.56,0.1400000000000005,Neutral
00-0038117,Wan'Dale Robinson,WR,2024,1,1,12,6,7,11.8,19.1,-7.300000000000001,Sell-High
00-0039337,Malik Nabers,WR,2024,1,0,7,5,5,11.6,10.25,1.3499999999999996,Neutral
00-0037276,Ty Chandler,RB,2024,1,8,3,3,11,7.2,9.68,-2.4799999999999995,Neutral
00-0036322,Justin Jefferson,WR,2024,1,0,6,4,4,15.9,11.56,4.34,Buy-Low
00-0038994,Jordan Addison,WR,2024,1,0,4,3,3,6.5,7.0,-0.5,Neutral
00-0035535,Darius Slayton,WR,2024,1,0,4,3,3,5.6,6.8,-1.2000000000000002,Neutral
00-0033246,Johnny Mundt,TE,2024,1,0,3,2,2,3.5,4.35,-0.8499999999999996,Neutral
,,,2024,1,0,4,0,0,0.0,6.6,-6.6,Sell-High
00-0037291,Jalen Nailor,WR,2024,1,0,1,1,1,9.1,3.0,6.1,Buy-Low
00-0039384,Tyrone Tracy Jr.,RB,2024,1,2,3,1,3,1.7,4.73,-3.03,Neutral
,,,2024,1,0,1,0,0,0.0,2.21,-2.21,Neutral
00-0038938,Jalin Hyatt,WR,2024,1,0,1,0,0,0.0,2.03,-2.03,Neutral
00-0038396,Eric Gray,RB,2024,1,2,1,1,3,2.5,2.6500000000000004,-0.1500000000000003,Neutral
00-0036442,Joe Burrow,QB,2024,1,4,0,0,4,8.059999999999999,12.73,-4.670000000000002,Sell-High
00-0034829,Mike Gesicki,TE,2024,1,0,4,3,3,4.8,6.87,-2.0700000000000003,Neutral
00-0033119,Jacoby Brissett,QB,2024,1,7,0,0,7,8.04,10.03,-1.99,Neutral
00-0033090,Hunter Henry,TE,2024,1,0,3,2,2,3.8,4.79,-0.9900000000000002,Neutral
00-0036345,K.J. Osborn,WR,2024,1,0,6,3,3,5.1,8.98,-3.880000000000001,Neutral
00-0034613,Tanner Hudson,TE,2024,1,0,3,2,2,1.8,4.51,-2.71,Neutral
00-0032392,Austin Hooper,TE,2024,1,0,4,2,2,5.1,5.27,-0.1699999999999999,Neutral
00-0038621,Demario Douglas,WR,2024,1,0,3,2,2,3.2,3.23,-0.0299999999999998,Neutral
00-0038104,Tyquan Thornton,WR,2024,1,0,3,2,2,4.7,5.05,-0.3499999999999996,Neutral
00-0038597,Chase Brown,RB,2024,1,3,3,3,6,5.300000000000001,5.85,-0.5499999999999989,Neutral
00-0036900,Ja'Marr Chase,WR,2024,1,0,6,6,6,12.2,8.43,3.77,Neutral
00-0038619,Andrei Iosivas,WR,2024,1,0,6,3,3,5.6,8.81,-3.210000000000001,Neutral
00-0036251,Zack Moss,RB,2024,1,9,4,2,11,14.1,11.53,2.5700000000000003,Neutral
00-0038576,Charlie Jones,WR,2024,1,0,1,1,1,1.5,1.57,-0.07,Neutral
00-0035341,Trenton Irwin,WR,2024,1,0,2,1,1,1.6,3.96,-2.36,Neutral
00-0036875,Rhamondre Stevenson,RB,2024,1,25,3,3,28,21.6,18.67,2.9299999999999997,Neutral
,,,2024,1,0,1,0,0,0.0,0.84,-0.84,Neutral
00-0039907,Ja'Lynn Polk,WR,2024,1,0,1,1,1,1.6,1.44,0.1600000000000001,Neutral
00-0023459,Aaron Rodgers,QB,2024,1,1,0,0,1,8.58,6.94,1.6399999999999997,Neutral
00-0034521,Allen Lazard,WR,2024,1,0,9,6,6,26.9,15.84,11.06,Buy-Low
00-0037834,Brock Purdy,QB,2024,1,1,0,0,1,10.34,13.91,-3.5700000000000003,Neutral
00-0033288,George Kittle,TE,2024,1,0,5,4,4,8.0,7.95,0.0499999999999998,Neutral
00-0035719,Deebo Samuel Sr.,WR,2024,1,8,9,5,13,18.700000000000003,23.29,-4.589999999999996,Sell-High
00-0038120,Breece Hall,RB,2024,1,16,6,5,21,18.3,18.23,0.0700000000000002,Neutral
00-0037740,Garrett Wilson,WR,2024,1,0,11,6,6,12.0,16.3,-4.300000000000001,Sell-High
00-0036261,Brandon Aiyuk,WR,2024,1,0,5,2,2,4.8,9.39,-4.590000000000001,Sell-High
00-0036259,Jauan Jennings,WR,2024,1,0,5,5,5,11.4,8.89,2.51,Neutral
00-0034270,Tyler Conklin,TE,2024,1,0,2,1,1,1.6,2.05,-0.4499999999999997,Neutral
00-0037525,Jordan Mason,RB,2024,1,28,1,1,29,22.2,17.490000000000002,4.709999999999997,Buy-Low
00-0029892,Kyle Juszczyk,RB,2024,1,0,3,2,2,6.0,4.96,1.04,Neutral
00-0033576,Eric Saubert,TE,2024,1,0,1,0,0,0.0,2.02,-2.02,Neutral
00-0028118,Tyrod Taylor,QB,2024,1,1,0,0,1,6.140000000000001,6.52,-0.379999999999999,Neutral
00-0039794,Braelon Allen,RB,2024,1,1,1,1,2,2.7,1.77,0.9300000000000002,Neutral
00-0038496,Xavier Gipson,WR,2024,1,0,0,0,0,0.0,1.01,-1.01,Neutral
00-0029604,Kirk Cousins,QB,2024,1,1,0,0,1,4.2,8.61,-4.409999999999999,Sell-High
00-0036309,Darnell Mooney,WR,2024,1,0,3,1,1,2.5,4.61,-2.1100000000000003,Neutral
00-0037238,Drake London,WR,2024,1,0,3,2,2,3.5,4.96,-1.46,Neutral
,,,2024,1,0,3,0,0,0.0,2.36,-2.36,Neutral
00-0038542,Bijan Robinson,RB,2024,1,18,5,5,23,16.1,17.18,-1.0799999999999983,Neutral
00-0036945,Justin Fields,QB,2024,1,14,0,0,14,11.94,16.31,-4.369999999999997,Sell-High
00-0036415,Van Jefferson,WR,2024,1,0,2,1,1,1.1,3.97,-2.87,Neutral
00-0036893,Najee Harris,RB,2024,1,20,2,1,21,8.9,13.69,-4.790000000000001,Sell-High
00-0036894,Pat Freiermuth,TE,2024,1,0,4,4,4,6.7,5.57,1.13,Neutral
00-0037247,George Pickens,WR,2024,1,1,7,6,7,13.5,11.34,2.16,Neutral
00-0036429,Charlie Woerner,TE,2024,1,0,2,1,1,1.4,2.82,-1.42,Neutral
00-0037228,Jaylen Warren,RB,2024,1,2,2,2,4,4.0,3.9,0.1,Neutral
00-0034407,Ray-Ray McCloud,WR,2024,1,0,7,4,4,9.2,11.34,-2.140000000000001,Neutral
00-0036970,Kyle Pitts,TE,2024,1,0,3,3,3,11.6,6.29,5.31,Buy-Low
00-0037837,Calvin Austin III,WR,2024,1,0,2,1,1,1.7,2.82,-1.12,Neutral
00-0031585,MyCole Pruitt,TE,2024,1,0,2,1,1,1.9,3.22,-1.3200000000000005,Neutral
00-0038558,Darnell Washington,TE,2024,1,0,1,1,1,1.5,1.53,-0.03,Neutral
,,,2024,1,0,1,0,0,0.0,1.36,-1.36,Neutral
00-0039152,Will Levis,QB,2024,1,4,0,0,4,8.68,12.4,-3.7200000000000006,Neutral
00-0035261,Tony Pollard,RB,2024,1,16,4,3,19,18.4,13.12,5.279999999999998,Buy-Low
00-0033009,Tyler Boyd,WR,2024,1,0,5,3,3,4.8,6.56,-1.7599999999999998,Neutral
00-0039918,Caleb Williams,QB,2024,1,5,0,0,5,7.22,15.53,-8.309999999999999,Sell-High
00-0034827,DJ Moore,WR,2024,1,1,8,5,6,10.0,12.49,-2.49,Neutral
00-0039032,Tyjae Spears,RB,2024,1,4,4,4,8,7.199999999999999,7.48,-0.2800000000000002,Neutral
00-0030279,Keenan Allen,WR,2024,1,0,11,4,4,6.9,19.6,-12.7,Sell-High
