PLAYER_NAME,TEAM,TT,CAY,IAY,AYD,AGG%,LCAD,AYTS,ATT,YDS,TD,INT,RATE,COMP%,xCOMP%,+/-
Josh Allen,BUF,2.62,2,3.2,-1.2,10.7,28.3,-4.7,28,213,3,0,134.1,78.6,71.7,6.9
Tua Tagovailoa,MIA,2.98,1,5.5,-4.5,8.8,25.6,-2.9,34,146,2,1,81.3,64.7,69.5,-4.8
