league_id,draft_id,status,start_time,sport,type,settings,slots_wr,slots_rb,teams
1257071160403709954,1257071160403709956,complete,1756254650186,nfl,snake,"{""alpha_sort"":0,""autopause_enabled"":0,""autopause_end_time"":900,""autopause_start_time"":180,""autostart"":0,""cpu_autopick"":1,""enforce_position_limits"":1,""nomination_timer"":60,""pick_timer"":60,""player_type"":0,""reversal_round"":0,""rounds"":15,""slots_bn"":5,""slots_def"":1,""slots_flex"":2,""slots_k"":1,""slots_qb"":1,""slots_rb"":2,""slots_te"":1,""slots_wr"":2,""teams"":12}",,,
