league_id,week,matchup_id,roster_id,slot_index,player_id,is_starter
1257071160403709954,1,2,1,0,11564,True
1257071160403709954,1,2,1,1,6813,True
1257071160403709954,1,2,1,2,12529,True
1257071160403709954,1,2,1,3,7564,True
1257071160403709954,1,2,1,4,8112,True
1257071160403709954,1,2,1,5,12517,True
1257071160403709954,1,2,1,6,5045,True
1257071160403709954,1,2,1,7,4981,True
1257071160403709954,1,2,1,8,6650,True
1257071160403709954,1,2,1,9,GB,True
1257071160403709954,1,2,1,1000,11637,False
1257071160403709954,1,2,1,1001,12519,False
1257071160403709954,1,2,1,1002,1426,False
1257071160403709954,1,2,1,1003,4988,False
1257071160403709954,1,2,1,1004,7588,False
1257071160403709954,1,1,2,0,11563,True
1257071160403709954,1,1,2,1,9221,True
1257071160403709954,1,1,2,2,8205,True
1257071160403709954,1,1,2,3,5859,True
1257071160403709954,1,1,2,4,2133,True
1257071160403709954,1,1,2,5,8130,True
1257071160403709954,1,1,2,6,6783,True
1257071160403709954,1,1,2,7,11638,True
1257071160403709954,1,1,2,8,11533,True
1257071160403709954,1,1,2,9,DEN,True
1257071160403709954,1,1,2,1000,10444,False
1257071160403709954,1,1,2,1001,12484,False
1257071160403709954,1,1,2,1002,12495,False
1257071160403709954,1,1,2,1003,1479,False
1257071160403709954,1,1,2,1004,8136,False
1257071160403709954,1,6,3,0,6770,True
1257071160403709954,1,6,3,1,3198,True
1257071160403709954,1,6,3,2,9226,True
1257071160403709954,1,6,3,3,8146,True
1257071160403709954,1,6,3,4,7525,True
1257071160403709954,1,6,3,5,4066,True
1257071160403709954,1,6,3,6,5967,True
1257071160403709954,1,6,3,7,12501,True
1257071160403709954,1,6,3,8,7839,True
1257071160403709954,1,6,3,9,MIN,True
1257071160403709954,1,6,3,1000,4037,False
1257071160403709954,1,6,3,1001,5022,False
1257071160403709954,1,6,3,1002,6803,False
1257071160403709954,1,6,3,1003,7523,False
1257071160403709954,1,6,3,1004,9501,False
1257071160403709954,1,6,3,1005,9753,False
1257071160403709954,1,6,4,0,4892,True
1257071160403709954,1,6,4,1,5850,True
1257071160403709954,1,6,4,2,8155,True
1257071160403709954,1,6,4,3,9493,True
1257071160403709954,1,6,4,4,6801,True
1257071160403709954,1,6,4,5,5012,True
1257071160403709954,1,6,4,6,11655,True
1257071160403709954,1,6,4,7,6806,True
1257071160403709954,1,6,4,8,8259,True
1257071160403709954,1,6,4,9,ARI,True
1257071160403709954,1,6,4,1000,10229,False
1257071160403709954,1,6,4,1001,12518,False
1257071160403709954,1,6,4,1002,1689,False
1257071160403709954,1,6,4,1003,7571,False
1257071160403709954,1,6,4,1004,8121,False
1257071160403709954,1,6,4,1005,8676,False
1257071160403709954,1,2,5,0,11560,True
1257071160403709954,1,2,5,1,12489,True
1257071160403709954,1,2,5,2,6790,True
1257071160403709954,1,2,5,3,3321,True
1257071160403709954,1,2,5,4,11628,True
1257071160403709954,1,2,5,5,11604,True
1257071160403709954,1,2,5,6,4034,True
1257071160403709954,1,2,5,7,2449,True
1257071160403709954,1,2,5,8,3678,True
1257071160403709954,1,2,5,9,SF,True
1257071160403709954,1,2,5,1000,11589,False
1257071160403709954,1,2,5,1001,12457,False
1257071160403709954,1,2,5,1002,12469,False
1257071160403709954,1,2,5,1003,12541,False
1257071160403709954,1,2,5,1004,6819,False
1257071160403709954,1,2,5,1005,6826,False
1257071160403709954,1,4,6,0,4046,True
1257071160403709954,1,4,6,1,9224,True
1257071160403709954,1,4,6,2,4035,True
1257071160403709954,1,4,6,3,11632,True
1257071160403709954,1,4,6,4,8137,True
1257071160403709954,1,4,6,5,4217,True
1257071160403709954,1,4,6,6,12514,True
1257071160403709954,1,4,6,7,7543,True
1257071160403709954,1,4,6,8,4666,True
1257071160403709954,1,4,6,9,MIA,True
1257071160403709954,1,4,6,1000,11576,False
1257071160403709954,1,4,6,1001,4950,False
1257071160403709954,1,4,6,1002,8110,False
1257071160403709954,1,4,6,1003,8134,False
1257071160403709954,1,4,6,1004,8143,False
1257071160403709954,1,5,7,0,4984,True
1257071160403709954,1,5,7,1,4866,True
1257071160403709954,1,5,7,2,5892,True
1257071160403709954,1,5,7,3,11635,True
1257071160403709954,1,5,7,4,5846,True
1257071160403709954,1,5,7,5,10236,True
1257071160403709954,1,5,7,6,11624,True
1257071160403709954,1,5,7,7,5947,True
1257071160403709954,1,5,7,8,4227,True
1257071160403709954,1,5,7,9,PIT,True
1257071160403709954,1,5,7,1000,12481,False
1257071160403709954,1,5,7,1001,12490,False
1257071160403709954,1,5,7,1002,4144,False
1257071160403709954,1,5,7,1003,6804,False
1257071160403709954,1,5,7,1004,9500,False
1257071160403709954,1,3,8,0,5849,True
1257071160403709954,1,3,8,1,12507,True
1257071160403709954,1,3,8,2,4199,True
1257071160403709954,1,3,8,3,6786,True
1257071160403709954,1,3,8,4,7569,True
1257071160403709954,1,3,8,5,9484,True
1257071160403709954,1,3,8,6,8151,True
1257071160403709954,1,3,8,7,11620,True
1257071160403709954,1,3,8,8,1945,True
1257071160403709954,1,3,8,9,DET,True
1257071160403709954,1,3,8,1000,11651,False
1257071160403709954,1,3,8,1001,12530,False
1257071160403709954,1,3,8,1002,3163,False
1257071160403709954,1,3,8,1003,7553,False
1257071160403709954,1,3,8,1004,8132,False
1257071160403709954,1,3,9,0,4881,True
1257071160403709954,1,3,9,1,9509,True
1257071160403709954,1,3,9,2,8138,True
1257071160403709954,1,3,9,3,5927,True
1257071160403709954,1,3,9,4,7526,True
1257071160403709954,1,3,9,5,10859,True
1257071160403709954,1,3,9,6,8144,True
1257071160403709954,1,3,9,7,11626,True
1257071160403709954,1,3,9,8,11786,True
1257071160403709954,1,3,9,9,BAL,True
1257071160403709954,1,3,9,1000,10219,False
1257071160403709954,1,3,9,1001,12533,False
1257071160403709954,1,3,9,1002,6797,False
1257071160403709954,1,3,9,1003,8154,False
1257071160403709954,1,3,9,1004,9494,False
1257071160403709954,1,3,9,1005,9508,False
1257071160403709954,1,3,9,1006,9756,False
1257071160403709954,1,5,10,0,6904,True
1257071160403709954,1,5,10,1,8150,True
1257071160403709954,1,5,10,2,4137,True
1257071160403709954,1,5,10,3,7547,True
1257071160403709954,1,5,10,4,9997,True
1257071160403709954,1,5,10,5,1466,True
1257071160403709954,1,5,10,6,5872,True
1257071160403709954,1,5,10,7,4039,True
1257071160403709954,1,5,10,8,12711,True
1257071160403709954,1,5,10,9,BUF,True
1257071160403709954,1,5,10,1000,10222,False
1257071160403709954,1,5,10,1001,1339,False
1257071160403709954,1,5,10,1002,4663,False
1257071160403709954,1,5,10,1003,7042,False
1257071160403709954,1,5,10,1004,7090,False
1257071160403709954,1,5,10,1005,7528,False
1257071160403709954,1,5,10,1006,9758,False
1257071160403709954,1,4,11,0,11566,True
1257071160403709954,1,4,11,1,7594,True
1257071160403709954,1,4,11,2,8228,True
1257071160403709954,1,4,11,3,6794,True
1257071160403709954,1,4,11,4,11631,True
1257071160403709954,1,4,11,5,4033,True
1257071160403709954,1,4,11,6,4983,True
1257071160403709954,1,4,11,7,8148,True
1257071160403709954,1,4,11,8,11539,True
1257071160403709954,1,4,11,9,PHI,True
1257071160403709954,1,4,11,1000,12504,False
1257071160403709954,1,4,11,1001,12509,False
1257071160403709954,1,4,11,1002,8131,False
1257071160403709954,1,4,11,1003,8183,False
1257071160403709954,1,4,11,1004,9225,False
1257071160403709954,1,1,12,0,3294,True
1257071160403709954,1,1,12,1,12527,True
1257071160403709954,1,1,12,2,11584,True
1257071160403709954,1,1,12,3,9488,True
1257071160403709954,1,1,12,4,2216,True
1257071160403709954,1,1,12,5,5844,True
1257071160403709954,1,1,12,6,12526,True
1257071160403709954,1,1,12,7,8408,True
1257071160403709954,1,1,12,8,4195,True
1257071160403709954,1,1,12,9,WAS,True
1257071160403709954,1,1,12,1000,11565,False
1257071160403709954,1,1,12,1001,12512,False
1257071160403709954,1,1,12,1002,4018,False
1257071160403709954,1,1,12,1003,7049,False
1257071160403709954,1,1,12,1004,7611,False
